INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,SALES_PRICE
1936,2,1,5,No,Commercial,21320640
1477,2,2,4,No,Commercial,9898250
1017,1,1,3,Yes,Commercial,9715500
943,1,1,3,No,Others,7710860
1515,1,1,4,No,Others,11415610
1071,1,1,3,No,Others,9277020
1937,3,2,5,No,Others,10670850
2440,4,2,6,Yes,Others,14217020
892,1,1,3,Yes,Others,8027540
1951,3,2,5,No,Commercial,15635990
1452,2,2,4,No,Others,8008250
1605,2,1,4,No,Commercial,11710370
733,1,1,2,No,Others,7487660
616,1,1,2,No,Others,5452000
1525,1,1,4,No,Others,12019000
1577,2,1,4,No,Others,9218040
1002,1,1,3,Yes,Others,7731120
1792,2,1,4,Yes,Commercial,15370850
721,1,1,2,Yes,Others,7947370
1530,1,1,4,Yes,Commercial,17340400
723,1,1,2,Yes,Commercial,10659650
840,1,1,3,No,Others,6578415
1254,1,1,3,Yes,Others,8656000
1129,1,1,3,Yes,Others,6472125
1272,2,2,4,No,House,9889600
1085,1,1,3,Yes,House,8920280
1922,3,2,5,No,Others,10739020
994,1,1,3,No,Commercial,11534600
1798,2,1,4,Yes,House,9409960
1544,2,1,4,No,Commercial,13104880
1740,2,1,4,Yes,Others,12192300
1676,2,1,4,No,House,8932590
1209,2,2,4,Yes,House,10672285
1397,2,1,4,Yes,Commercial,12774540
1028,1,1,3,Yes,House,7087250
1063,1,1,3,Yes,Other,10525805
1596,2,1,4,Yes,House,9637350
648,1,1,2,No,Commercial,8044160
1732,2,1,4,No,Others,8913270
1100,1,1,3,No,Others,9171700
1182,1,1,3,No,Others,10876790
2137,3,2,5,No,Other,11810540
1298,2,1,4,Yes,Commercial,16006000
1581,2,1,4,Yes,House,7763400
1520,2,1,4,No,Others,7522430
785,1,1,2,No,Others,7335200
1929,3,2,5,Yes,Commercial,16070870
765,1,1,2,Yes,House,6860600
2215,3,2,5,Yes,House,11596240
1599,2,1,4,Yes,House,10148600
1320,1,1,3,No,Commercial,11851240
1527,1,1,4,Yes,Commercial,18686210
803,1,1,3,No,House,6811400
778,1,1,2,No,Commercial,9821540
1917,2,1,5,No,Others,14105580
1762,1,1,4,No,Commercial,18333020
1662,1,1,4,Yes,House,12916910
691,1,1,2,No,House,5499565
1142,1,1,3,No,House,8559850
965,1,1,3,Yes,House,6641500
1793,2,1,4,Yes,House,6980320
1021,1,1,3,No,Others,9304770
1097,1,1,3,Yes,Commercial,14874950
1753,2,1,4,No,Others,6928000
1941,2,1,5,Yes,Other,16538570
1067,1,1,3,No,House,9112450
733,1,1,2,Yes,Commercial,10548750
1856,2,1,5,No,Others,14168130
961,1,1,3,No,Others,8402320
681,1,1,2,No,House,2640250
1550,2,1,4,No,Commercial,12337670
1766,1,1,4,No,Commercial,17722310
983,1,1,3,No,Others,8978460
1638,1,1,4,No,House,10514930
2092,3,2,5,No,House,11431740
942,1,1,3,No,House,7913300
1627,2,2,4,No,House,6054750
932,1,1,3,No,House,7190600
715,1,1,2,No,House,5091750
1140,1,1,3,Yes,Others,6519000
1658,1,1,4,Yes,Others,14375730
1112,1,1,3,No,Commercial,11780070
1584,1,1,4,No,Others,11061120
1894,3,2,5,No,Commercial,16025310
791,1,1,2,Yes,House,6818200
715,1,1,2,No,Others,7283800
2495,4,2,6,No,House,12496560
1015,1,1,3,No,Commercial,7479000
1125,1,1,3,No,Commercial,13090350
1964,2,1,5,No,Others,13651240
1975,3,2,5,No,Commercial,15443180
1759,2,1,4,No,Others,10625200
1222,2,1,4,Yes,Others,10569390
1587,1,1,4,No,House,10880340
1992,3,2,5,Yes,House,10011770
2458,4,2,6,No,Commercial,20139900
837,1,1,3,Yes,Commercial,10805855
964,1,1,3,No,Commercial,8814250
1170,1,1,3,Yes,House,5783750
1823,2,1,5,Yes,Commercial,20819590
1159,1,1,3,Yes,House,10444400
1288,2,2,4,No,House,9827320
1724,1,1,4,Yes,House,12303260
1130,1,1,3,Yes,House,9943840
1977,2,1,5,No,House,11141710
633,1,1,2,No,House,5619510
1237,2,1,4,No,Others,9609040
1599,1,1,4,No,House,9743650
969,1,1,3,No,House,3867250
1292,2,1,4,No,House,9459100
1229,2,1,4,No,House,9295300
768,1,1,2,No,House,6789500
1878,2,1,5,Yes,Others,14239590
2134,3,2,5,Yes,Others,12856900
682,1,1,2,No,Commercial,9810510
1815,2,1,5,Yes,House,13046310
1687,2,1,4,No,House,9729900
535,1,1,2,No,Others,3844375
1109,1,1,3,Yes,House,9189800
1333,2,1,4,No,House,8446600
1987,3,2,5,Yes,Others,12306030
943,1,1,3,Yes,Commercial,12219050
1633,2,1,4,Yes,Commercial,14135780
1513,2,2,4,Yes,Commercial,11547750
1910,2,1,5,No,Others,14228100
1581,2,1,4,No,Others,9456590
1239,2,1,4,Yes,Others,10599680
1414,2,2,4,Yes,House,9491000
755,1,1,2,No,House,6972000
826,1,1,3,Yes,Others,7866370
1582,1,1,4,No,House,10598610
1454,2,2,4,No,Others,8930250
1226,1,1,3,Yes,Others,7853250
949,1,1,3,No,House,4155500
1875,2,1,5,No,Others,13171300
2152,3,2,5,No,House,10954860
1252,2,2,4,No,Others,10759755
1601,1,1,4,No,House,10995790
1515,1,1,4,Yes,Others,12627100
1638,2,1,4,Yes,House,10843900
1979,3,2,5,Yes,Others,9733590
1647,2,1,4,No,House,8808920
1158,1,1,3,Yes,Others,10554810
2323,4,2,6,No,Others,13774320
1901,3,2,5,Yes,Commercial,17657420
1252,1,1,3,Yes,House,6387750
1891,3,2,5,Yes,Others,11667930
1816,2,1,5,No,Others,13369230
1369,2,1,4,Yes,House,11134480
1167,1,1,3,Yes,Others,9553540
1781,3,2,5,No,Commercial,15979940
1512,1,1,4,No,Commercial,17084160
1611,1,1,4,No,Commercial,20119920
1856,3,2,5,Yes,Others,10973700
1539,1,1,4,No,House,10756350
1965,3,2,5,Yes,House,11779280
788,1,1,2,No,House,8578100
848,1,1,3,No,Others,6568510
987,1,1,3,Yes,Commercial,11541050
1021,1,1,3,Yes,House,5275500
1282,2,1,4,No,Others,9293090
1254,1,1,3,No,House,5769250
1511,2,1,4,No,House,6435700
920,1,1,3,Yes,Others,9747565
700,1,1,2,Yes,House,6870115
1929,3,2,5,No,House,7931560
1820,3,2,5,Yes,Others,9606220
2039,3,2,5,No,Others,10854800
935,1,1,3,No,House,5972585
648,1,1,2,No,House,5842880
2034,3,2,5,No,House,11346500
1543,1,1,4,No,House,11202460
2366,4,2,6,No,Commercial,17739020
876,1,1,3,Yes,Others,10337820
1422,2,1,4,Yes,Others,9651120
1877,3,2,5,No,House,8812240
916,1,1,3,No,Others,6624750
1462,2,1,4,Yes,Commercial,12928440
859,1,1,3,Yes,Commercial,12305150
1098,1,1,3,Yes,Commercial,13404800
1326,1,1,3,Yes,Others,8272250
1866,3,2,5,Yes,Commercial,16367000
1032,1,1,3,No,Others,7929540
579,1,1,2,Yes,Others,5639375
1366,2,2,4,Yes,Commercial,11943500
1830,3,2,5,No,Others,10893740
1912,3,2,5,Yes,Others,10618990
1748,1,1,4,No,Others,12081890
2415,4,2,6,Yes,Others,14090500
1887,2,1,5,Yes,Commercial,21815360
642,1,1,2,Yes,Commercial,9352665
1210,2,1,4,Yes,House,10746250
2111,3,2,5,Yes,Others,12744600
1574,2,1,4,No,Commercial,12009700
1525,1,1,4,No,House,11510790
801,1,1,3,No,Commercial,10183450
1642,1,1,4,No,House,11228760
1382,2,2,4,Yes,Commercial,12723750
1901,3,2,5,No,Others,9446410
714,1,1,2,Yes,House,6677700
1952,3,2,5,Yes,Commercial,16586820
741,1,1,2,Yes,House,6630650
1786,1,1,4,Yes,Commercial,20709050
1047,1,1,3,Yes,Others,8148875
964,1,1,3,Yes,Others,7637750
627,1,1,2,No,House,5829000
921,1,1,3,Yes,Commercial,12051200
989,1,1,3,Yes,House,10493650
1217,2,2,4,No,Others,11226890
1209,2,2,4,No,House,7466370
1600,1,1,4,No,Commercial,18439310
740,1,1,2,Yes,Commercial,10671200
1295,1,1,3,No,Commercial,9104500
1005,1,1,3,Yes,Others,10250450
908,1,1,3,Yes,House,6172500
1260,1,1,3,No,Commercial,12038750
1052,1,1,3,No,House,8187100
1718,2,1,4,Yes,House,10894470
1286,2,1,4,No,House,9593250
765,1,1,2,Yes,House,7728500
1206,2,1,4,No,Commercial,12751600
2268,4,2,6,Yes,Commercial,18815020
1300,1,1,3,Yes,Commercial,13669300
1010,1,1,3,No,Commercial,7331750
1062,1,1,3,No,House,8520705
1755,1,1,4,Yes,Others,13957390
1157,1,1,3,No,Others,7707405
2398,4,2,6,Yes,Commercial,19567180
1083,1,1,3,Yes,Commercial,14204550
1730,1,1,4,No,Commercial,19275870
1682,2,1,4,Yes,Others,9234130
1610,2,1,4,Yes,House,10411240
1460,2,2,4,Yes,Others,5727750
972,1,1,3,Yes,House,9492300
1116,1,1,3,No,Other,5589500
771,1,1,2,Yes,Other,8254270
2453,4,2,6,Yes,Others,13791060
1580,1,1,4,Yes,Others,12910620
1202,2,1,4,Yes,Commercial,12848450
997,1,1,3,No,Others,9243640
1914,2,1,5,No,Commercial,21937620
1297,2,2,4,Yes,Others,10088050
1576,1,1,4,Yes,House,12242780
1603,2,1,4,Yes,House,10546560
976,1,1,3,Yes,House,9257750
743,1,1,2,No,House,5340900
1949,2,1,5,No,Commercial,21140330
1992,3,2,5,Yes,Other,11504330
632,1,1,2,Yes,Others,6859145
1275,1,1,3,Yes,House,5955500
1847,3,2,5,Yes,Other,11691860
1953,3,2,5,No,Commercial,12752470
1966,3,2,5,Yes,Commercial,16627610
1257,1,1,3,No,Others,6300625
1028,1,1,3,Yes,Commercial,11334780
592,1,1,2,Yes,Others,6709750
797,1,1,2,Yes,House,8066720
1866,2,1,5,No,Commercial,19888500
1783,1,1,4,No,House,11930880
1189,1,1,3,Yes,Commercial,10379500
1089,1,1,3,No,Commercial,10408250
1892,2,1,5,Yes,Others,14771930
1775,1,1,4,No,Others,13327120
737,1,1,2,Yes,House,4484500
1601,2,1,4,Yes,Others,8223180
2447,4,2,6,No,House,11809740
1539,1,1,4,No,Commercial,17985130
1970,2,1,5,No,Others,15209340
1282,2,1,4,Yes,Others,11560690
1661,2,2,4,Yes,Commercial,12289250
1529,1,1,4,No,House,10668930
1777,3,2,5,Yes,Commercial,15794780
1596,2,2,4,No,Commercial,9404750
812,1,1,3,No,House,7828550
964,1,1,3,No,Others,6208110
1902,3,2,5,Yes,Commercial,16758540
1973,2,1,5,Yes,House,14565090
2443,4,2,6,Yes,Others,14521700
1679,2,2,4,No,Commercial,10051000
871,1,1,3,No,Commercial,10890755
1890,3,2,5,Yes,Commercial,16536140
1507,2,1,4,Yes,Others,10038580
1906,3,2,5,No,Others,9388710
1880,3,2,5,No,House,9686030
770,1,1,2,No,Others,8217905
831,1,1,3,Yes,Others,8374470
1152,1,1,3,No,House,7418850
1277,2,1,4,Yes,Others,10366590
1633,2,1,4,Yes,Others,9127590
991,1,1,3,No,House,3276250
1387,2,2,4,No,Commercial,11894750
1017,1,1,3,Yes,Others,9573640
1643,2,1,4,No,House,9024860
1079,1,1,3,No,Commercial,13447650
842,1,1,3,Yes,Others,8575240
1542,2,1,4,No,House,10158220
876,1,1,3,Yes,House,7208905
770,1,1,2,Yes,House,6992750
941,1,1,3,Yes,Commercial,12357600
1000,1,1,3,No,Other,6461750
1258,1,1,3,No,Others,5229250
787,1,1,2,Yes,Commercial,11312450
1186,1,1,3,No,Commercial,12274350
1335,2,2,4,Yes,Others,7928625
1827,3,2,5,Yes,House,8480080
881,1,1,2,No,Commercial,5572250
1253,2,1,4,Yes,Commercial,15851550
1754,2,1,4,Yes,Commercial,16882760
724,1,1,2,Yes,House,8840950
944,1,1,3,Yes,Others,8754280
1078,1,1,3,Yes,Commercial,14030400
1871,2,1,5,Yes,Commercial,22499190
1861,2,1,5,No,Commercial,19257730
1069,1,1,3,Yes,House,8857150
1861,3,2,5,Yes,House,8555550
876,1,1,3,Yes,House,7521800
1216,1,1,3,No,Others,8030250
2144,3,2,5,No,Others,12505960
1675,1,1,4,No,Commercial,19554920
1721,2,1,4,No,Commercial,15825560
1719,1,1,4,Yes,Commercial,19494670
832,1,1,3,Yes,Commercial,12416700
1218,1,1,3,No,Others,6824750
1178,1,1,3,Yes,Others,11731400
1551,1,1,4,Yes,Commercial,18302850
1562,1,1,4,Yes,Commercial,19971770
1700,1,1,4,Yes,Others,13914320
1263,2,1,4,Yes,House,11444400
1664,1,1,4,No,Commercial,19147580
1073,1,1,3,Yes,Others,9522360
632,1,1,2,No,House,5070250
1874,2,1,5,Yes,Commercial,21941710
884,1,1,3,Yes,House,8812400
657,1,1,2,Yes,House,5199250
2403,4,2,6,No,House,11517940
1001,1,1,3,Yes,House,4593750
1734,1,1,4,No,Commercial,18809830
743,1,1,2,No,Others,8292510
1244,2,1,4,Yes,House,11113950
1789,2,1,4,Yes,Commercial,14104940
1025,1,1,3,No,Others,9667200
1778,1,1,4,No,Others,13743040
2000,3,2,5,Yes,Commercial,16569530
1128,1,1,3,No,Commercial,12709550
971,1,1,3,No,House,7848980
1941,2,1,5,Yes,House,13098030
972,1,1,3,No,Others,8213890
700,1,1,2,No,Others,5679255
1005,1,1,3,No,House,8452750
1938,3,2,5,Yes,Commercial,15903000
892,1,1,3,Yes,Commercial,10184450
1848,2,1,5,No,House,13238930
982,1,1,3,Yes,House,8316050
780,1,1,2,No,Others,6561850
968,1,1,3,No,Commercial,5937000
1285,2,1,4,No,Commercial,12905750
755,1,1,2,No,House,7099500
1930,3,2,5,Yes,House,10466910
865,1,1,3,Yes,House,9980680
984,1,1,3,No,Others,6702170
1019,1,1,3,Yes,House,9977950
662,1,1,2,Yes,House,4740750
644,1,1,2,Yes,House,8758550
1496,2,2,4,No,Commercial,11244250
1422,2,2,4,Yes,Others,6792750
1804,2,1,5,No,House,12439270
768,1,1,2,Yes,Others,10300610
1079,1,1,3,Yes,House,7165750
1696,1,1,4,No,Others,13038690
1669,1,1,4,No,Commercial,17991120
1230,2,1,4,Yes,Commercial,14802000
1286,1,1,3,Yes,Others,7803250
1474,2,1,4,No,House,8805640
1869,3,2,5,Yes,Commercial,16499010
1403,2,2,4,Yes,House,6765000
1253,1,1,3,Yes,Others,7071375
1633,2,2,4,No,Commercial,10711750
1882,2,1,5,Yes,Commercial,22043680
1268,2,1,4,No,House,8403900
1756,1,1,4,Yes,Commercial,19106530
1692,1,1,4,Yes,Others,13677550
1108,1,1,3,No,House,5340750
2399,4,2,6,Yes,Others,14156220
886,1,1,2,Yes,Commercial,9404500
1684,2,1,4,Yes,Commercial,14341940
1779,1,1,4,Yes,House,13736210
653,1,1,2,No,House,6577190
1148,1,1,3,No,House,8145250
1026,1,1,3,Yes,Commercial,14211600
1734,1,1,4,No,Others,12055410
1921,2,1,5,Yes,Commercial,21021130
1047,1,1,3,Yes,Others,10527390
1826,3,2,5,Yes,Others,10128200
1189,1,1,3,Yes,Commercial,14529150
1316,1,1,3,No,Commercial,9429000
948,1,1,3,No,Commercial,7910000
1708,2,1,4,Yes,Others,10800260
653,1,1,2,No,Others,5179875
1976,2,1,5,Yes,House,14195200
1996,2,1,5,No,Commercial,20900620
1928,3,2,5,No,Commercial,15849980
1837,3,2,5,No,House,7019200
902,1,1,3,No,House,7947300
1614,2,1,4,No,Commercial,12538900
754,1,1,2,Yes,House,6607200
1977,2,1,5,No,House,11914830
1602,1,1,4,Yes,House,11557700
1779,1,1,4,No,Others,13252420
1816,3,2,5,Yes,House,8424480
817,1,1,2,No,House,4667250
1875,3,2,5,No,Others,11474270
913,1,1,3,Yes,Commercial,11761550
2078,3,2,5,Yes,Commercial,16474980
714,1,1,2,Yes,Commercial,10114650
795,1,1,2,No,Others,5333875
831,1,1,3,Yes,House,7293785
718,1,1,2,Yes,Others,4905000
2381,4,2,6,No,Others,11926000
727,1,1,2,No,Others,8827940
1136,1,1,3,No,House,9657300
1597,2,1,4,Yes,Others,8824280
1598,1,1,4,Yes,Commercial,20026580
1673,2,1,4,Yes,Commercial,15335000
986,1,1,3,No,Others,7814420
1973,2,1,5,No,House,13511380
1988,3,2,5,No,Others,11466600
2006,3,2,5,Yes,Others,12857440
1306,1,1,3,Yes,Others,10091620
2366,4,2,6,No,House,12419160
1178,1,1,3,Yes,Others,10612360
1805,3,2,5,Yes,House,10542220
1749,1,1,4,Yes,House,12567340
1444,2,1,4,No,Commercial,12429860
896,1,1,3,Yes,House,7210000
718,1,1,2,Yes,House,9038645
1254,2,1,4,Yes,House,10884400
1755,2,1,4,Yes,Commercial,13160800
1619,1,1,4,Yes,Commercial,17669340
1820,3,2,5,No,Others,11180570
973,1,1,3,No,House,6946250
2182,3,2,5,Yes,Others,13014440
1940,3,2,5,Yes,Commercial,16872140
661,1,1,2,Yes,Others,5374875
1667,2,1,4,Yes,House,10171120
1204,2,1,4,No,Commercial,13676650
1653,2,1,4,No,House,9320670
844,1,1,3,Yes,House,7987950
668,1,1,2,No,House,4268000
923,1,1,3,Yes,House,8839880
549,1,1,2,Yes,Others,4397375
1060,1,1,3,No,Others,4984750
1842,3,2,5,Yes,Commercial,16294030
717,1,1,2,No,Others,7774035
701,1,1,2,No,Commercial,5248500
1035,1,1,3,No,Others,4353625
1614,2,1,4,No,Commercial,10875910
1853,2,1,5,Yes,Others,13928950
1413,2,2,4,No,Commercial,10184500
1625,2,1,4,Yes,Commercial,15997510
951,1,1,3,Yes,Others,6480125
774,1,1,2,Yes,House,8336200
1276,1,1,3,Yes,Others,8498500
2273,4,2,6,Yes,Commercial,17879080
1711,2,1,4,No,Commercial,12046300
1260,2,1,4,Yes,Others,11270700
1786,1,1,4,Yes,Others,14777070
679,1,1,2,No,Others,3924125
1233,2,2,4,No,Commercial,14927280
1009,1,1,3,Yes,Commercial,14243400
931,1,1,3,No,House,8149800
1649,1,1,4,No,House,12924300
2197,3,2,5,Yes,House,12560760
1233,2,2,4,No,Others,8194735
951,1,1,3,No,Others,8024265
1082,1,1,3,No,Others,9207590
1068,1,1,3,No,House,8411400
1845,3,2,5,Yes,House,8986690
1524,2,1,4,Yes,Commercial,13800760
1999,3,2,5,Yes,Commercial,18298710
655,1,1,2,No,Commercial,9236700
826,1,1,3,No,House,7540400
1212,2,1,4,Yes,Commercial,14274450
1685,2,2,4,No,Commercial,13144750
1942,3,2,5,Yes,Commercial,16318360
1898,3,2,5,Yes,Others,12151100
1467,2,2,4,Yes,House,7245250
1714,1,1,4,No,Commercial,18390160
1104,1,1,3,No,House,9473200
1081,1,1,3,Yes,Commercial,9623750
765,1,1,2,Yes,House,9302665
930,1,1,3,Yes,Commercial,13511250
698,1,1,2,No,Others,5943400
1478,2,1,4,No,Others,9255380
986,1,1,3,Yes,Commercial,10439000
910,1,1,3,No,Others,8364650
1505,2,2,4,Yes,Commercial,12798750
1159,1,1,3,No,House,8025200
873,1,1,2,Yes,Others,4806125
1000,1,1,3,Yes,Others,9327100
1554,2,2,4,No,Commercial,10807000
1368,2,1,4,Yes,Others,10751420
2101,3,2,5,Yes,House,12732100
743,1,1,2,Yes,Commercial,8507750
1883,2,1,5,No,Commercial,19576490
1849,2,1,5,No,Commercial,20102300
772,1,1,2,Yes,Commercial,7804500
963,1,1,3,No,Commercial,8984250
1939,3,2,5,No,Others,11233080
993,1,1,3,Yes,Others,7356375
1830,3,2,5,No,Others,10768300
1774,1,1,4,Yes,House,13553740
1543,1,1,4,Yes,House,11867660
1470,2,2,4,No,Commercial,10363250
1673,1,1,4,No,Commercial,18111990
1779,1,1,4,Yes,House,12352710
1999,2,1,5,Yes,Commercial,21276220
835,1,1,3,No,House,6444500
1251,2,1,4,No,Commercial,13846950
1996,3,2,5,Yes,Commercial,17586840
1705,1,1,4,No,House,12508940
1504,2,1,4,Yes,House,9618640
713,1,1,2,No,Commercial,10241800
1618,2,1,4,Yes,Others,10626300
743,1,1,2,No,Commercial,9553000
1255,2,2,4,Yes,House,9906355
1600,2,1,4,No,Others,9741970
1031,1,1,3,No,Commercial,12669300
593,1,1,2,Yes,Others,6504875
1429,2,2,4,Yes,Commercial,12329500
1505,2,1,4,Yes,Commercial,12150830
1898,2,1,5,No,House,11412420
1003,1,1,3,Yes,Others,10831360
1902,3,2,5,Yes,Others,9658000
705,1,1,2,Yes,House,4027000
1591,1,1,4,No,Commercial,19159390
1524,2,1,4,No,Commercial,12111940
1611,2,2,4,Yes,House,6085250
704,1,1,2,Yes,House,7696750
1453,2,1,4,Yes,Others,11003920
1562,2,1,4,Yes,Others,9154950
1671,2,1,4,No,Others,9079650
1802,3,2,5,No,Others,10904600
961,1,1,3,Yes,House,8546900
1116,1,1,3,No,House,8072820
1544,1,1,4,No,Commercial,18642910
1694,1,1,4,No,Others,12261610
2016,3,2,5,Yes,Others,13387920
887,1,1,3,Yes,Commercial,11435335
746,1,1,2,Yes,House,8453795
816,1,1,3,Yes,House,7375050
1197,1,1,3,Yes,House,10279070
2180,3,2,5,Yes,Others,14283760
1975,3,2,5,Yes,House,10104360
873,1,1,3,No,House,7764900
1305,1,1,3,Yes,House,9513220
601,1,1,2,Yes,House,8638965
937,1,1,3,No,House,6182600
798,1,1,2,No,House,7549650
1884,3,2,5,No,House,10499460
1636,2,1,4,No,House,9358400
1615,2,1,4,No,Commercial,13178340
1565,2,2,4,No,Others,8415125
1703,1,1,4,Yes,Others,13765430
1693,2,1,4,No,Commercial,13829150
2280,4,2,6,No,House,11351580
1051,1,1,3,Yes,Commercial,13756100
1266,2,1,4,No,Commercial,13667200
1348,2,1,4,No,House,9539520
1005,1,1,3,Yes,Commercial,12524250
1589,1,1,4,Yes,Others,12290970
1182,1,1,3,Yes,Others,10039090
1273,1,1,3,Yes,Commercial,10024000
1596,2,1,4,No,House,9477140
1676,2,1,4,No,House,10235220
1240,2,1,4,Yes,Commercial,14015750
848,1,1,3,No,Others,8445505
1464,2,2,4,Yes,Commercial,10630250
1329,1,1,3,No,Commercial,9585000
1842,3,2,5,No,Commercial,12930060
810,1,1,3,No,House,6815000
1795,2,1,4,No,House,9376320
1791,1,1,4,No,Commercial,18991980
611,1,1,2,No,Commercial,8250025
1192,1,1,3,No,Commercial,12115290
1071,1,1,3,No,Others,7375160
1176,1,1,3,No,House,9190000
1101,1,1,3,Yes,Commercial,13297100
1146,1,1,3,Yes,Others,9835470
918,1,1,3,Yes,House,7029740
2331,4,2,6,No,Commercial,18183200
2419,4,2,6,Yes,Others,14450600
1422,2,1,4,No,Commercial,12426660
1667,2,1,4,No,Commercial,13120960
1634,2,1,4,No,House,6435890
1587,2,1,4,No,Commercial,13764300
1641,2,1,4,No,Others,7036460
1673,2,1,4,Yes,Others,10847450
1901,2,1,5,No,Others,14377860
1859,2,1,5,No,Others,12601250
1034,1,1,3,No,Commercial,12140295
832,1,1,3,Yes,House,8055350
1577,1,1,4,Yes,House,13245480
1682,1,1,4,Yes,Commercial,20180630
1652,1,1,4,No,House,11949030
1793,1,1,4,Yes,House,12964240
1116,1,1,3,Yes,House,8480400
883,1,1,3,No,Others,6377770
1589,1,1,4,No,Others,12911990
981,1,1,3,No,Commercial,11434875
1222,2,2,4,Yes,House,9854210
1337,2,1,4,Yes,Others,9310600
1535,2,1,4,Yes,Others,10810740
1538,2,1,4,Yes,Commercial,14139590
1376,2,2,4,Yes,Others,9857500
1975,2,1,5,No,Commercial,22199910
786,1,1,2,No,Other,6495250
1094,1,1,3,No,House,3950000
2293,4,2,6,No,Others,12493960
1554,1,1,4,Yes,Commercial,19128100
1520,1,1,4,No,Commercial,15754040
1761,2,1,4,No,Commercial,14214780
500,1,1,2,Yes,Others,6606250
1500,2,2,4,No,Others,8547750
715,1,1,2,No,Others,5219625
1901,2,1,5,No,Others,14620220
1235,2,2,4,Yes,Others,10566485
1797,1,1,4,No,Commercial,20623620
1943,2,1,5,Yes,Commercial,22778410
901,1,1,3,No,Others,7452620
1685,1,1,4,Yes,Commercial,18686820
1784,2,1,4,Yes,Others,9749680
1602,1,1,4,No,Commercial,17526220
1665,1,1,4,No,Others,12043670
1932,3,2,5,Yes,Others,12182280
801,1,1,3,No,Commercial,8443700
1705,1,1,4,No,Commercial,19462090
845,1,1,3,No,House,8155855
1943,2,1,5,No,House,13408980
1262,1,1,3,Yes,Others,8210750
1881,2,1,5,No,House,13196500
1611,2,1,4,Yes,House,9527840
1969,3,2,5,No,Others,10682000
878,1,1,3,No,House,7358650
1037,1,1,3,No,Others,8629140
1187,1,1,3,Yes,Others,9802790
1361,2,1,4,No,Others,10049980
999,1,1,3,Yes,Others,9361880
1020,1,1,3,No,Commercial,12046000
1651,2,1,4,No,Commercial,12101540
508,1,1,2,No,Commercial,7124500
812,1,1,3,Yes,Others,8619940
1697,2,2,4,No,Commercial,10985250
1063,1,1,3,Yes,Others,7733125
635,1,1,2,Yes,House,6965000
1540,1,1,4,No,Commercial,17436220
1123,1,1,3,Yes,Commercial,13606900
774,1,1,2,No,House,6857200
816,1,1,3,Yes,Others,7596170
814,1,1,3,Yes,House,8460450
1241,2,1,4,No,Others,10454020
1768,2,1,4,No,Others,10432830
786,1,1,2,Yes,Others,7382320
1592,1,1,4,No,House,10607450
1552,1,1,4,No,Commercial,17359980
1220,2,1,4,No,Commercial,12813600
1628,2,1,4,Yes,Others,10956200
1787,2,1,4,Yes,Commercial,14820800
1903,3,2,5,Yes,Commercial,15326290
1989,2,1,5,No,Others,14459960
1870,3,2,5,Yes,Others,11551700
1939,2,1,5,No,Commercial,21804220
1261,1,1,3,No,Commercial,11646750
656,1,1,2,No,House,3001250
1661,2,2,4,Yes,Others,7997875
1972,2,1,5,Yes,Commercial,22918500
1730,1,1,4,Yes,Commercial,19428640
887,1,1,3,No,Others,7383325
1673,2,1,4,No,Commercial,13172210
1548,2,1,4,Yes,Others,9774610
1227,2,2,4,Yes,Others,8683125
1004,1,1,3,Yes,Others,9400830
1509,1,1,4,Yes,Others,13985270
1092,1,1,3,Yes,Commercial,13608400
1982,2,1,5,Yes,House,12713810
